date,tempC
4/4/2018,40
4/5/2018,39
4/6/2018,40
4/7/2018,41
4/8/2018,42
4/9/2018,41
4/10/2018,39
4/11/2018,40
4/12/2018,41
4/13/2018,41
4/14/2018,40
4/15/2018,40
4/16/2018,41
4/17/2018,41
4/18/2018,42
4/19/2018,41
4/20/2018,38
4/21/2018,39
4/22/2018,38
4/23/2018,40
4/24/2018,42
4/25/2018,43
4/26/2018,43
4/27/2018,44
4/28/2018,45
4/29/2018,45
4/30/2018,47
5/1/2018,44
5/2/2018,45
5/3/2018,44
5/4/2018,45
5/5/2018,43
5/6/2018,40
5/7/2018,40
5/8/2018,42
5/9/2018,42
5/10/2018,43
5/11/2018,44
5/12/2018,43
5/13/2018,42
5/14/2018,45
5/15/2018,45
5/16/2018,45
5/17/2018,45
5/18/2018,45
5/19/2018,44
5/20/2018,43
5/21/2018,44
5/22/2018,44
5/23/2018,44
5/24/2018,44
5/25/2018,45
5/26/2018,45
5/27/2018,47
5/28/2018,46
5/29/2018,46
5/30/2018,46
5/31/2018,46
6/1/2018,45
6/2/2018,44
6/3/2018,43
6/4/2018,42
6/5/2018,42
6/6/2018,42
6/7/2018,42
6/8/2018,40
6/9/2018,43
6/10/2018,44
6/11/2018,44
6/12/2018,42
6/13/2018,40
6/14/2018,40
6/15/2018,38
6/16/2018,38
6/17/2018,38
6/18/2018,40
6/19/2018,44
6/20/2018,42
6/21/2018,42
6/22/2018,42
6/23/2018,42
6/24/2018,42
6/25/2018,41
6/26/2018,40
6/27/2018,41
6/28/2018,41
6/29/2018,35
6/30/2018,40
7/1/2018,40
7/2/2018,39
7/3/2018,37
7/4/2018,36
7/5/2018,38
7/6/2018,40
7/7/2018,39
7/8/2018,39
7/9/2018,39
7/10/2018,39
7/11/2018,38
7/12/2018,38
7/13/2018,37
7/14/2018,40
7/15/2018,40
7/16/2018,36
7/17/2018,38
7/18/2018,38
7/19/2018,40
7/20/2018,39
7/21/2018,37
7/22/2018,37
7/23/2018,38
7/24/2018,37
7/25/2018,35
7/26/2018,36
7/27/2018,38
7/28/2018,38
7/29/2018,38
7/30/2018,38
7/31/2018,36
8/1/2018,36
8/2/2018,35
8/3/2018,36
8/4/2018,35
8/5/2018,34
8/6/2018,36
8/7/2018,39
8/8/2018,38
8/9/2018,33
8/10/2018,36
8/11/2018,36
8/12/2018,36
8/13/2018,35
8/14/2018,38
8/15/2018,36
8/16/2018,37
8/17/2018,38
8/18/2018,38
8/19/2018,37
8/20/2018,37
8/21/2018,36
8/22/2018,36
8/23/2018,33
8/24/2018,35
8/25/2018,34
8/26/2018,35
8/27/2018,35
8/28/2018,37
8/29/2018,38
8/30/2018,36
8/31/2018,33
9/1/2018,33
9/2/2018,34
9/3/2018,36
9/4/2018,34
9/5/2018,35
9/6/2018,36
9/7/2018,36
9/8/2018,38
9/9/2018,39
9/10/2018,37
9/11/2018,35
9/12/2018,34
9/13/2018,33
9/14/2018,33
9/15/2018,34
9/16/2018,34
9/17/2018,36
9/18/2018,36
9/19/2018,35
9/20/2018,38
9/21/2018,39
9/22/2018,38
9/23/2018,40
9/24/2018,40
9/25/2018,38
9/26/2018,39
9/27/2018,38
9/28/2018,38
9/29/2018,39
9/30/2018,34
10/1/2018,40
10/2/2018,35
10/3/2018,40
10/4/2018,39
10/5/2018,39
10/6/2018,40
10/7/2018,41
10/8/2018,41
10/9/2018,39
10/10/2018,38
10/11/2018,38
10/12/2018,38
10/13/2018,38
10/14/2018,38
10/15/2018,38
10/16/2018,38
10/17/2018,38
10/18/2018,38
10/19/2018,37
10/20/2018,35
10/21/2018,37
10/22/2018,37
10/23/2018,38
10/24/2018,37
10/25/2018,34
10/26/2018,36
10/27/2018,37
10/28/2018,38
10/29/2018,38
10/30/2018,37
10/31/2018,37
11/1/2018,37
11/2/2018,35
11/3/2018,34
11/4/2018,34
11/5/2018,33
11/6/2018,33
11/7/2018,34
11/8/2018,34
11/9/2018,34
11/10/2018,35
11/11/2018,34
11/12/2018,34
11/13/2018,34
11/14/2018,33
11/15/2018,34
11/16/2018,34
11/17/2018,35
11/18/2018,35
11/19/2018,34
11/20/2018,36
11/21/2018,32
11/22/2018,33
11/23/2018,33
11/24/2018,32
11/25/2018,33
11/26/2018,33
11/27/2018,32
11/28/2018,32
11/29/2018,33
11/30/2018,32
12/1/2018,31
12/2/2018,31
12/3/2018,30
12/4/2018,30
12/5/2018,30
12/6/2018,29
12/7/2018,29
12/8/2018,28
12/9/2018,29
12/10/2018,29
12/11/2018,28
12/12/2018,26
12/13/2018,26
12/14/2018,25
12/15/2018,25
12/16/2018,25
12/17/2018,26
12/18/2018,26
12/19/2018,27
12/20/2018,27
12/21/2018,27
12/22/2018,26
12/23/2018,26
12/24/2018,26
12/25/2018,25
12/26/2018,27
12/27/2018,26
12/28/2018,26
12/29/2018,26
12/30/2018,27
12/31/2018,27
1/1/2019,29
1/2/2019,31
1/3/2019,29
1/4/2019,28
1/5/2019,28
1/6/2019,25
1/7/2019,25
1/8/2019,27
1/9/2019,30
1/10/2019,27
1/11/2019,27
1/12/2019,26
1/13/2019,27
1/14/2019,25
1/15/2019,29
1/16/2019,30
1/17/2019,29
1/18/2019,33
1/19/2019,30
1/20/2019,29
1/21/2019,23
1/22/2019,25
1/23/2019,26
1/24/2019,24
1/25/2019,27
1/26/2019,27
1/27/2019,25
1/28/2019,28
1/29/2019,28
1/30/2019,27
1/31/2019,23
2/1/2019,24
2/2/2019,23
2/3/2019,25
2/4/2019,27
2/5/2019,29
2/6/2019,26
2/7/2019,22
2/8/2019,23
2/9/2019,24
2/10/2019,30
2/11/2019,28
2/12/2019,30
2/13/2019,28
2/14/2019,29
2/15/2019,30
2/16/2019,30
2/17/2019,30
2/18/2019,28
2/19/2019,30
2/20/2019,29
2/21/2019,28
2/22/2019,28
2/23/2019,28
2/24/2019,33
2/25/2019,30
2/26/2019,28
2/27/2019,29
2/28/2019,29
3/1/2019,30
3/2/2019,32
3/3/2019,26
3/4/2019,27
3/5/2019,29
3/6/2019,30
3/7/2019,30
3/8/2019,31
3/9/2019,32
3/10/2019,27
3/11/2019,29
3/12/2019,31
3/13/2019,29
3/14/2019,31
3/15/2019,32
3/16/2019,33
3/17/2019,34
3/18/2019,35
3/19/2019,34
3/20/2019,35
3/21/2019,36
3/22/2019,38
3/23/2019,36
3/24/2019,34
3/25/2019,36
3/26/2019,40
3/27/2019,40
3/28/2019,43
3/29/2019,42
3/30/2019,40
