Date,maxtempC,mintempC,tempC,Day,Month,Year
01/03/2014,26,16,26,1,3,2014
02/03/2014,26,19,26,2,3,2014
03/03/2014,26,20,26,3,3,2014
04/03/2014,28,19,28,4,3,2014
05/03/2014,27,20,27,5,3,2014
06/03/2014,29,20,29,6,3,2014
07/03/2014,30,21,30,7,3,2014
08/03/2014,31,22,31,8,3,2014
09/03/2014,31,23,31,9,3,2014
10/03/2014,30,22,30,10,3,2014
11/03/2014,29,23,29,11,3,2014
12/03/2014,30,20,30,12,3,2014
13/03/2014,30,21,30,13,3,2014
14/03/2014,31,22,31,14,3,2014
15/03/2014,31,22,31,15,3,2014
16/03/2014,30,21,30,16,3,2014
17/03/2014,28,22,28,17,3,2014
18/03/2014,31,21,31,18,3,2014
19/03/2014,31,21,31,19,3,2014
20/03/2014,29,21,29,20,3,2014
21/03/2014,28,22,28,21,3,2014
22/03/2014,31,22,31,22,3,2014
23/03/2014,30,23,30,23,3,2014
24/03/2014,34,23,34,24,3,2014
25/03/2014,34,23,34,25,3,2014
26/03/2014,35,24,35,26,3,2014
27/03/2014,31,25,31,27,3,2014
28/03/2014,30,24,30,28,3,2014
29/03/2014,29,23,29,29,3,2014
30/03/2014,32,23,32,30,3,2014
31/03/2014,32,23,32,31,3,2014
01/04/2014,31,23,31,1,4,2014
02/04/2014,30,24,30,2,4,2014
03/04/2014,32,24,32,3,4,2014
04/04/2014,33,23,33,4,4,2014
05/04/2014,31,23,31,5,4,2014
06/04/2014,34,25,34,6,4,2014
07/04/2014,34,24,34,7,4,2014
08/04/2014,34,23,34,8,4,2014
09/04/2014,33,22,33,9,4,2014
10/04/2014,33,23,33,10,4,2014
11/04/2014,32,24,32,11,4,2014
12/04/2014,31,23,31,12,4,2014
13/04/2014,31,24,31,13,4,2014
14/04/2014,33,24,33,14,4,2014
15/04/2014,34,25,34,15,4,2014
16/04/2014,33,25,33,16,4,2014
17/04/2014,32,25,32,17,4,2014
18/04/2014,32,25,32,18,4,2014
19/04/2014,33,25,33,19,4,2014
20/04/2014,34,24,34,20,4,2014
21/04/2014,34,26,34,21,4,2014
22/04/2014,34,27,34,22,4,2014
23/04/2014,35,27,35,23,4,2014
24/04/2014,33,25,33,24,4,2014
25/04/2014,33,26,33,25,4,2014
26/04/2014,35,26,35,26,4,2014
27/04/2014,37,27,37,27,4,2014
28/04/2014,37,27,37,28,4,2014
29/04/2014,35,27,35,29,4,2014
30/04/2014,34,27,34,30,4,2014
01/05/2014,34,27,34,1,5,2014
02/05/2014,34,26,34,2,5,2014
03/05/2014,34,26,34,3,5,2014
04/05/2014,35,27,35,4,5,2014
05/05/2014,36,27,36,5,5,2014
06/05/2014,38,27,38,6,5,2014
07/05/2014,37,28,37,7,5,2014
08/05/2014,36,27,36,8,5,2014
09/05/2014,37,27,37,9,5,2014
10/05/2014,35,28,35,10,5,2014
11/05/2014,33,27,33,11,5,2014
12/05/2014,32,28,32,12,5,2014
13/05/2014,33,28,33,13,5,2014
14/05/2014,33,28,33,14,5,2014
15/05/2014,31,28,31,15,5,2014
16/05/2014,33,28,33,16,5,2014
17/05/2014,33,28,33,17,5,2014
18/05/2014,33,26,33,18,5,2014
19/05/2014,33,27,33,19,5,2014
20/05/2014,34,27,34,20,5,2014
21/05/2014,35,27,35,21,5,2014
22/05/2014,34,28,34,22,5,2014
23/05/2014,36,28,36,23,5,2014
24/05/2014,38,28,38,24,5,2014
25/05/2014,38,29,38,25,5,2014
26/05/2014,38,28,38,26,5,2014
27/05/2014,38,28,38,27,5,2014
28/05/2014,35,28,35,28,5,2014
29/05/2014,33,28,33,29,5,2014
30/05/2014,33,28,33,30,5,2014
31/05/2014,34,28,34,31,5,2014
01/06/2014,35,28,35,1,6,2014
02/06/2014,36,28,36,2,6,2014
03/06/2014,37,29,37,3,6,2014
04/06/2014,37,29,37,4,6,2014
05/06/2014,39,30,39,5,6,2014
06/06/2014,37,29,37,6,6,2014
07/06/2014,37,28,37,7,6,2014
08/06/2014,43,29,43,8,6,2014
09/06/2014,37,29,37,9,6,2014
10/06/2014,34,28,34,10,6,2014
11/06/2014,35,28,35,11,6,2014
12/06/2014,35,30,35,12,6,2014
13/06/2014,35,30,35,13,6,2014
14/06/2014,36,30,36,14,6,2014
15/06/2014,35,30,35,15,6,2014
16/06/2014,34,29,34,16,6,2014
17/06/2014,34,29,34,17,6,2014
18/06/2014,34,30,34,18,6,2014
19/06/2014,36,29,36,19,6,2014
20/06/2014,35,29,35,20,6,2014
21/06/2014,35,31,35,21,6,2014
22/06/2014,34,30,34,22,6,2014
23/06/2014,34,30,34,23,6,2014
24/06/2014,34,30,34,24,6,2014
25/06/2014,33,30,33,25,6,2014
26/06/2014,34,30,34,26,6,2014
27/06/2014,34,30,34,27,6,2014
28/06/2014,33,29,33,28,6,2014
29/06/2014,32,29,32,29,6,2014
30/06/2014,32,29,32,30,6,2014
01/07/2014,32,29,32,1,7,2014
02/07/2014,33,29,33,2,7,2014
03/07/2014,32,29,32,3,7,2014
04/07/2014,31,29,31,4,7,2014
05/07/2014,32,29,32,5,7,2014
06/07/2014,32,28,32,6,7,2014
07/07/2014,32,29,32,7,7,2014
08/07/2014,32,29,32,8,7,2014
09/07/2014,33,29,33,9,7,2014
10/07/2014,33,29,33,10,7,2014
11/07/2014,33,29,33,11,7,2014
12/07/2014,33,29,33,12,7,2014
13/07/2014,34,29,34,13,7,2014
14/07/2014,34,29,34,14,7,2014
15/07/2014,34,29,34,15,7,2014
16/07/2014,34,29,34,16,7,2014
17/07/2014,34,29,34,17,7,2014
18/07/2014,33,29,33,18,7,2014
19/07/2014,33,29,33,19,7,2014
20/07/2014,32,29,32,20,7,2014
21/07/2014,33,29,33,21,7,2014
22/07/2014,33,29,33,22,7,2014
23/07/2014,33,28,33,23,7,2014
24/07/2014,31,29,31,24,7,2014
25/07/2014,31,29,31,25,7,2014
26/07/2014,32,29,32,26,7,2014
27/07/2014,33,29,33,27,7,2014
28/07/2014,33,29,33,28,7,2014
29/07/2014,33,29,33,29,7,2014
30/07/2014,33,29,33,30,7,2014
31/07/2014,34,28,34,31,7,2014
01/08/2014,32,28,32,1,8,2014
02/08/2014,29,27,29,2,8,2014
03/08/2014,29,27,29,3,8,2014
04/08/2014,30,27,30,4,8,2014
05/08/2014,30,27,30,5,8,2014
06/08/2014,31,27,31,6,8,2014
07/08/2014,30,27,30,7,8,2014
08/08/2014,30,27,30,8,8,2014
09/08/2014,32,27,32,9,8,2014
10/08/2014,32,27,32,10,8,2014
11/08/2014,31,27,31,11,8,2014
12/08/2014,31,27,31,12,8,2014
13/08/2014,31,27,31,13,8,2014
14/08/2014,31,28,31,14,8,2014
15/08/2014,29,28,29,15,8,2014
16/08/2014,31,28,31,16,8,2014
17/08/2014,32,28,32,17,8,2014
18/08/2014,31,27,31,18,8,2014
19/08/2014,30,27,30,19,8,2014
20/08/2014,31,27,31,20,8,2014
21/08/2014,31,27,31,21,8,2014
22/08/2014,30,27,30,22,8,2014
23/08/2014,30,27,30,23,8,2014
24/08/2014,31,27,31,24,8,2014
25/08/2014,31,27,31,25,8,2014
26/08/2014,31,27,31,26,8,2014
27/08/2014,31,28,31,27,8,2014
28/08/2014,33,27,33,28,8,2014
29/08/2014,34,28,34,29,8,2014
30/08/2014,34,28,34,30,8,2014
31/08/2014,35,28,35,31,8,2014
01/09/2014,36,29,36,1,9,2014
02/09/2014,38,30,38,2,9,2014
03/09/2014,38,31,38,3,9,2014
04/09/2014,33,28,33,4,9,2014
05/09/2014,31,28,31,5,9,2014
06/09/2014,31,27,31,6,9,2014
07/09/2014,32,27,32,7,9,2014
08/09/2014,33,27,33,8,9,2014
09/09/2014,31,27,31,9,9,2014
10/09/2014,30,27,30,10,9,2014
11/09/2014,31,27,31,11,9,2014
12/09/2014,31,27,31,12,9,2014
13/09/2014,33,27,33,13,9,2014
14/09/2014,31,27,31,14,9,2014
15/09/2014,31,26,31,15,9,2014
16/09/2014,31,26,31,16,9,2014
17/09/2014,31,27,31,17,9,2014
18/09/2014,31,26,31,18,9,2014
19/09/2014,31,26,31,19,9,2014
20/09/2014,30,27,30,20,9,2014
21/09/2014,30,27,30,21,9,2014
22/09/2014,31,27,31,22,9,2014
23/09/2014,30,27,30,23,9,2014
24/09/2014,30,27,30,24,9,2014
25/09/2014,31,27,31,25,9,2014
26/09/2014,31,27,31,26,9,2014
27/09/2014,31,26,31,27,9,2014
28/09/2014,31,26,31,28,9,2014
29/09/2014,31,26,31,29,9,2014
30/09/2014,31,26,31,30,9,2014
01/10/2014,31,26,31,1,10,2014
02/10/2014,32,25,32,2,10,2014
03/10/2014,32,25,32,3,10,2014
04/10/2014,32,26,32,4,10,2014
05/10/2014,31,26,31,5,10,2014
06/10/2014,32,26,32,6,10,2014
07/10/2014,32,26,32,7,10,2014
08/10/2014,32,25,32,8,10,2014
09/10/2014,34,25,34,9,10,2014
10/10/2014,36,27,36,10,10,2014
11/10/2014,36,28,36,11,10,2014
12/10/2014,37,27,37,12,10,2014
13/10/2014,36,27,36,13,10,2014
14/10/2014,35,27,35,14,10,2014
15/10/2014,33,26,33,15,10,2014
16/10/2014,34,25,34,16,10,2014
17/10/2014,33,25,33,17,10,2014
18/10/2014,33,25,33,18,10,2014
19/10/2014,33,25,33,19,10,2014
20/10/2014,34,25,34,20,10,2014
21/10/2014,35,25,35,21,10,2014
22/10/2014,34,26,34,22,10,2014
23/10/2014,34,25,34,23,10,2014
24/10/2014,33,25,33,24,10,2014
25/10/2014,34,25,34,25,10,2014
26/10/2014,35,27,35,26,10,2014
27/10/2014,34,26,34,27,10,2014
28/10/2014,33,26,33,28,10,2014
29/10/2014,32,26,32,29,10,2014
30/10/2014,32,26,32,30,10,2014
31/10/2014,34,27,34,31,10,2014
01/11/2014,32,27,32,1,11,2014
02/11/2014,32,27,32,2,11,2014
03/11/2014,30,26,30,3,11,2014
04/11/2014,30,25,30,4,11,2014
05/11/2014,30,25,30,5,11,2014
06/11/2014,30,24,30,6,11,2014
07/11/2014,33,25,33,7,11,2014
08/11/2014,32,26,32,8,11,2014
09/11/2014,32,25,32,9,11,2014
10/11/2014,31,24,31,10,11,2014
11/11/2014,31,23,31,11,11,2014
12/11/2014,32,24,32,12,11,2014
13/11/2014,32,25,32,13,11,2014
14/11/2014,32,25,32,14,11,2014
15/11/2014,31,23,31,15,11,2014
16/11/2014,31,22,31,16,11,2014
17/11/2014,31,23,31,17,11,2014
18/11/2014,31,23,31,18,11,2014
19/11/2014,31,23,31,19,11,2014
20/11/2014,30,24,30,20,11,2014
21/11/2014,30,23,30,21,11,2014
22/11/2014,30,23,30,22,11,2014
23/11/2014,30,21,30,23,11,2014
24/11/2014,30,22,30,24,11,2014
25/11/2014,30,21,30,25,11,2014
26/11/2014,30,22,30,26,11,2014
27/11/2014,30,24,30,27,11,2014
28/11/2014,29,23,29,28,11,2014
29/11/2014,29,22,29,29,11,2014
30/11/2014,29,23,29,30,11,2014
01/12/2014,30,22,30,1,12,2014
02/12/2014,29,21,29,2,12,2014
03/12/2014,29,22,29,3,12,2014
04/12/2014,29,22,29,4,12,2014
05/12/2014,30,22,30,5,12,2014
06/12/2014,30,22,30,6,12,2014
07/12/2014,29,21,29,7,12,2014
08/12/2014,29,20,29,8,12,2014
09/12/2014,28,19,28,9,12,2014
10/12/2014,27,20,27,10,12,2014
11/12/2014,26,18,26,11,12,2014
12/12/2014,27,18,27,12,12,2014
13/12/2014,25,18,25,13,12,2014
14/12/2014,25,17,25,14,12,2014
15/12/2014,25,17,25,15,12,2014
16/12/2014,26,17,26,16,12,2014
17/12/2014,25,18,25,17,12,2014
18/12/2014,25,17,25,18,12,2014
19/12/2014,26,19,26,19,12,2014
20/12/2014,26,18,26,20,12,2014
21/12/2014,25,17,25,21,12,2014
22/12/2014,24,18,24,22,12,2014
23/12/2014,25,20,25,23,12,2014
24/12/2014,25,17,25,24,12,2014
25/12/2014,26,18,26,25,12,2014
26/12/2014,27,19,27,26,12,2014
27/12/2014,25,17,25,27,12,2014
28/12/2014,25,17,25,28,12,2014
29/12/2014,25,17,25,29,12,2014
30/12/2014,24,17,24,30,12,2014
31/12/2014,25,16,25,31,12,2014
01/01/2015,24,15,24,1,1,2015
02/01/2015,25,16,25,2,1,2015
03/01/2015,25,17,25,3,1,2015
04/01/2015,26,17,26,4,1,2015
05/01/2015,26,18,26,5,1,2015
06/01/2015,25,19,25,6,1,2015
07/01/2015,27,20,27,7,1,2015
08/01/2015,27,19,27,8,1,2015
09/01/2015,26,18,26,9,1,2015
10/01/2015,27,18,27,10,1,2015
11/01/2015,27,18,27,11,1,2015
12/01/2015,26,20,26,12,1,2015
13/01/2015,28,21,28,13,1,2015
14/01/2015,26,18,26,14,1,2015
15/01/2015,25,16,25,15,1,2015
16/01/2015,25,16,25,16,1,2015
17/01/2015,24,16,24,17,1,2015
18/01/2015,24,16,24,18,1,2015
19/01/2015,25,17,25,19,1,2015
20/01/2015,23,17,23,20,1,2015
21/01/2015,22,17,22,21,1,2015
22/01/2015,24,18,24,22,1,2015
23/01/2015,23,17,23,23,1,2015
24/01/2015,23,16,23,24,1,2015
25/01/2015,23,17,23,25,1,2015
26/01/2015,23,17,23,26,1,2015
27/01/2015,23,17,23,27,1,2015
28/01/2015,23,15,23,28,1,2015
29/01/2015,24,16,24,29,1,2015
30/01/2015,26,18,26,30,1,2015
31/01/2015,25,19,25,31,1,2015
01/02/2015,26,21,26,1,2,2015
02/02/2015,27,21,27,2,2,2015
03/02/2015,26,18,26,3,2,2015
04/02/2015,27,19,27,4,2,2015
05/02/2015,27,19,27,5,2,2015
06/02/2015,26,19,26,6,2,2015
07/02/2015,25,20,25,7,2,2015
08/02/2015,25,19,25,8,2,2015
09/02/2015,26,19,26,9,2,2015
10/02/2015,27,19,27,10,2,2015
11/02/2015,27,20,27,11,2,2015
12/02/2015,29,20,29,12,2,2015
13/02/2015,28,21,28,13,2,2015
14/02/2015,29,22,29,14,2,2015
15/02/2015,29,22,29,15,2,2015
16/02/2015,30,22,30,16,2,2015
17/02/2015,31,23,31,17,2,2015
18/02/2015,30,22,30,18,2,2015
19/02/2015,30,22,30,19,2,2015
20/02/2015,31,22,31,20,2,2015
21/02/2015,32,23,32,21,2,2015
22/02/2015,32,24,32,22,2,2015
23/02/2015,30,24,30,23,2,2015
24/02/2015,27,22,27,24,2,2015
25/02/2015,25,19,25,25,2,2015
26/02/2015,25,18,25,26,2,2015
27/02/2015,26,19,26,27,2,2015
28/02/2015,22,18,22,28,2,2015
01/03/2015,23,16,23,1,3,2015
02/03/2015,25,18,25,2,3,2015
03/03/2015,26,20,26,3,3,2015
04/03/2015,25,20,25,4,3,2015
05/03/2015,26,21,26,5,3,2015
06/03/2015,29,21,29,6,3,2015
07/03/2015,28,22,28,7,3,2015
08/03/2015,29,21,29,8,3,2015
09/03/2015,29,21,29,9,3,2015
10/03/2015,25,21,25,10,3,2015
11/03/2015,30,21,30,11,3,2015
12/03/2015,31,21,31,12,3,2015
13/03/2015,31,21,31,13,3,2015
14/03/2015,32,22,32,14,3,2015
15/03/2015,33,22,33,15,3,2015
16/03/2015,32,22,32,16,3,2015
17/03/2015,32,22,32,17,3,2015
18/03/2015,32,23,32,18,3,2015
19/03/2015,29,25,29,19,3,2015
20/03/2015,32,24,32,20,3,2015
21/03/2015,34,25,34,21,3,2015
22/03/2015,36,27,36,22,3,2015
23/03/2015,36,26,36,23,3,2015
24/03/2015,35,25,35,24,3,2015
25/03/2015,36,25,36,25,3,2015
26/03/2015,38,28,38,26,3,2015
27/03/2015,37,27,37,27,3,2015
28/03/2015,35,27,35,28,3,2015
29/03/2015,35,27,35,29,3,2015
30/03/2015,34,25,34,30,3,2015
31/03/2015,32,24,32,31,3,2015
01/04/2015,31,25,31,1,4,2015
02/04/2015,32,25,32,2,4,2015
03/04/2015,30,25,30,3,4,2015
04/04/2015,31,24,31,4,4,2015
05/04/2015,31,24,31,5,4,2015
06/04/2015,33,24,33,6,4,2015
07/04/2015,35,25,35,7,4,2015
08/04/2015,36,25,36,8,4,2015
09/04/2015,36,27,36,9,4,2015
10/04/2015,36,28,36,10,4,2015
11/04/2015,34,26,34,11,4,2015
12/04/2015,35,26,35,12,4,2015
13/04/2015,35,25,35,13,4,2015
14/04/2015,35,25,35,14,4,2015
15/04/2015,35,25,35,15,4,2015
16/04/2015,38,27,38,16,4,2015
17/04/2015,36,28,36,17,4,2015
18/04/2015,36,28,36,18,4,2015
19/04/2015,36,28,36,19,4,2015
20/04/2015,38,28,38,20,4,2015
21/04/2015,38,28,38,21,4,2015
22/04/2015,36,27,36,22,4,2015
23/04/2015,35,27,35,23,4,2015
24/04/2015,36,27,36,24,4,2015
25/04/2015,35,27,35,25,4,2015
26/04/2015,36,27,36,26,4,2015
27/04/2015,36,27,36,27,4,2015
28/04/2015,36,26,36,28,4,2015
29/04/2015,37,27,37,29,4,2015
30/04/2015,39,27,39,30,4,2015
01/05/2015,41,30,41,1,5,2015
02/05/2015,39,29,39,2,5,2015
03/05/2015,36,28,36,3,5,2015
04/05/2015,36,27,36,4,5,2015
05/05/2015,36,27,36,5,5,2015
06/05/2015,35,27,35,6,5,2015
07/05/2015,35,27,35,7,5,2015
08/05/2015,35,28,35,8,5,2015
09/05/2015,34,27,34,9,5,2015
10/05/2015,35,27,35,10,5,2015
11/05/2015,36,28,36,11,5,2015
12/05/2015,38,29,38,12,5,2015
13/05/2015,38,28,38,13,5,2015
14/05/2015,38,28,38,14,5,2015
15/05/2015,36,27,36,15,5,2015
16/05/2015,36,28,36,16,5,2015
17/05/2015,36,28,36,17,5,2015
18/05/2015,36,28,36,18,5,2015
19/05/2015,36,28,36,19,5,2015
20/05/2015,37,28,37,20,5,2015
21/05/2015,38,29,38,21,5,2015
22/05/2015,37,29,37,22,5,2015
23/05/2015,37,29,37,23,5,2015
24/05/2015,37,29,37,24,5,2015
25/05/2015,36,28,36,25,5,2015
26/05/2015,35,29,35,26,5,2015
27/05/2015,36,28,36,27,5,2015
28/05/2015,37,29,37,28,5,2015
29/05/2015,37,28,37,29,5,2015
30/05/2015,36,28,36,30,5,2015
31/05/2015,38,29,38,31,5,2015
01/06/2015,39,28,39,1,6,2015
02/06/2015,40,28,40,2,6,2015
03/06/2015,35,29,35,3,6,2015
04/06/2015,36,28,36,4,6,2015
05/06/2015,37,29,37,5,6,2015
06/06/2015,35,28,35,6,6,2015
07/06/2015,36,28,36,7,6,2015
08/06/2015,36,28,36,8,6,2015
09/06/2015,34,30,34,9,6,2015
10/06/2015,35,29,35,10,6,2015
11/06/2015,35,29,35,11,6,2015
12/06/2015,35,29,35,12,6,2015
13/06/2015,35,29,35,13,6,2015
14/06/2015,35,29,35,14,6,2015
15/06/2015,33,29,33,15,6,2015
16/06/2015,35,29,35,16,6,2015
17/06/2015,37,29,37,17,6,2015
18/06/2015,38,30,38,18,6,2015
19/06/2015,40,31,40,19,6,2015
20/06/2015,41,33,41,20,6,2015
21/06/2015,41,34,41,21,6,2015
22/06/2015,40,35,40,22,6,2015
23/06/2015,38,32,38,23,6,2015
24/06/2015,36,30,36,24,6,2015
25/06/2015,36,29,36,25,6,2015
26/06/2015,36,29,36,26,6,2015
27/06/2015,36,30,36,27,6,2015
28/06/2015,37,30,37,28,6,2015
29/06/2015,36,30,36,29,6,2015
30/06/2015,35,30,35,30,6,2015
01/07/2015,34,29,34,1,7,2015
02/07/2015,33,29,33,2,7,2015
03/07/2015,34,29,34,3,7,2015
04/07/2015,32,29,32,4,7,2015
05/07/2015,34,29,34,5,7,2015
06/07/2015,33,29,33,6,7,2015
07/07/2015,35,29,35,7,7,2015
08/07/2015,30,29,30,8,7,2015
09/07/2015,32,28,32,9,7,2015
10/07/2015,33,28,33,10,7,2015
11/07/2015,32,28,32,11,7,2015
12/07/2015,32,29,32,12,7,2015
13/07/2015,32,28,32,13,7,2015
14/07/2015,32,28,32,14,7,2015
15/07/2015,32,28,32,15,7,2015
16/07/2015,34,29,34,16,7,2015
17/07/2015,33,28,33,17,7,2015
18/07/2015,33,29,33,18,7,2015
19/07/2015,33,29,33,19,7,2015
20/07/2015,33,29,33,20,7,2015
21/07/2015,34,29,34,21,7,2015
22/07/2015,33,29,33,22,7,2015
23/07/2015,35,29,35,23,7,2015
24/07/2015,31,28,31,24,7,2015
25/07/2015,33,28,33,25,7,2015
26/07/2015,31,29,31,26,7,2015
27/07/2015,29,28,29,27,7,2015
28/07/2015,31,28,31,28,7,2015
29/07/2015,30,28,30,29,7,2015
30/07/2015,30,28,30,30,7,2015
31/07/2015,29,28,29,31,7,2015
01/08/2015,31,27,31,1,8,2015
02/08/2015,31,27,31,2,8,2015
03/08/2015,31,27,31,3,8,2015
04/08/2015,31,27,31,4,8,2015
05/08/2015,31,27,31,5,8,2015
06/08/2015,31,26,31,6,8,2015
07/08/2015,32,27,32,7,8,2015
08/08/2015,31,27,31,8,8,2015
09/08/2015,30,26,30,9,8,2015
10/08/2015,30,26,30,10,8,2015
11/08/2015,33,27,33,11,8,2015
12/08/2015,32,27,32,12,8,2015
13/08/2015,33,27,33,13,8,2015
14/08/2015,31,27,31,14,8,2015
15/08/2015,33,27,33,15,8,2015
16/08/2015,32,27,32,16,8,2015
17/08/2015,32,27,32,17,8,2015
18/08/2015,32,27,32,18,8,2015
19/08/2015,31,27,31,19,8,2015
20/08/2015,31,27,31,20,8,2015
21/08/2015,31,27,31,21,8,2015
22/08/2015,31,27,31,22,8,2015
23/08/2015,30,27,30,23,8,2015
24/08/2015,29,27,29,24,8,2015
25/08/2015,30,26,30,25,8,2015
26/08/2015,31,27,31,26,8,2015
27/08/2015,29,27,29,27,8,2015
28/08/2015,30,27,30,28,8,2015
29/08/2015,31,26,31,29,8,2015
30/08/2015,31,26,31,30,8,2015
31/08/2015,30,26,30,31,8,2015
01/09/2015,33,27,33,1,9,2015
02/09/2015,30,26,30,2,9,2015
03/09/2015,29,26,29,3,9,2015
04/09/2015,29,26,29,4,9,2015
05/09/2015,32,27,32,5,9,2015
06/09/2015,32,27,32,6,9,2015
07/09/2015,31,27,31,7,9,2015
08/09/2015,32,27,32,8,9,2015
09/09/2015,32,27,32,9,9,2015
10/09/2015,32,26,32,10,9,2015
11/09/2015,33,27,33,11,9,2015
12/09/2015,34,27,34,12,9,2015
13/09/2015,34,27,34,13,9,2015
14/09/2015,33,27,33,14,9,2015
15/09/2015,31,27,31,15,9,2015
16/09/2015,32,27,32,16,9,2015
17/09/2015,32,26,32,17,9,2015
18/09/2015,33,26,33,18,9,2015
19/09/2015,33,26,33,19,9,2015
20/09/2015,33,26,33,20,9,2015
21/09/2015,37,31,37,21,9,2015
22/09/2015,37,29,37,22,9,2015
23/09/2015,34,27,34,23,9,2015
24/09/2015,32,27,32,24,9,2015
25/09/2015,31,26,31,25,9,2015
26/09/2015,32,26,32,26,9,2015
27/09/2015,32,26,32,27,9,2015
28/09/2015,32,25,32,28,9,2015
29/09/2015,34,25,34,29,9,2015
30/09/2015,38,27,38,30,9,2015
01/10/2015,39,30,39,1,10,2015
02/10/2015,38,30,38,2,10,2015
03/10/2015,36,28,36,3,10,2015
04/10/2015,33,27,33,4,10,2015
05/10/2015,33,26,33,5,10,2015
06/10/2015,34,26,34,6,10,2015
07/10/2015,33,26,33,7,10,2015
08/10/2015,35,26,35,8,10,2015
09/10/2015,34,26,34,9,10,2015
10/10/2015,33,27,33,10,10,2015
11/10/2015,33,27,33,11,10,2015
12/10/2015,33,27,33,12,10,2015
13/10/2015,33,26,33,13,10,2015
14/10/2015,34,26,34,14,10,2015
15/10/2015,36,27,36,15,10,2015
16/10/2015,37,28,37,16,10,2015
17/10/2015,36,28,36,17,10,2015
18/10/2015,35,27,35,18,10,2015
19/10/2015,33,28,33,19,10,2015
20/10/2015,34,27,34,20,10,2015
21/10/2015,35,27,35,21,10,2015
22/10/2015,36,27,36,22,10,2015
23/10/2015,34,27,34,23,10,2015
24/10/2015,33,26,33,24,10,2015
25/10/2015,32,27,32,25,10,2015
26/10/2015,34,27,34,26,10,2015
27/10/2015,33,27,33,27,10,2015
28/10/2015,33,26,33,28,10,2015
29/10/2015,33,25,33,29,10,2015
30/10/2015,33,25,33,30,10,2015
31/10/2015,33,25,33,31,10,2015
01/11/2015,33,25,33,1,11,2015
02/11/2015,32,25,32,2,11,2015
03/11/2015,33,25,33,3,11,2015
04/11/2015,33,25,33,4,11,2015
05/11/2015,34,26,34,5,11,2015
06/11/2015,33,26,33,6,11,2015
07/11/2015,31,24,31,7,11,2015
08/11/2015,31,23,31,8,11,2015
09/11/2015,31,23,31,9,11,2015
10/11/2015,32,23,32,10,11,2015
11/11/2015,32,24,32,11,11,2015
12/11/2015,33,25,33,12,11,2015
13/11/2015,32,25,32,13,11,2015
14/11/2015,31,24,31,14,11,2015
15/11/2015,31,24,31,15,11,2015
16/11/2015,33,24,33,16,11,2015
17/11/2015,32,25,32,17,11,2015
18/11/2015,32,23,32,18,11,2015
19/11/2015,32,23,32,19,11,2015
20/11/2015,31,22,31,20,11,2015
21/11/2015,31,23,31,21,11,2015
22/11/2015,31,23,31,22,11,2015
23/11/2015,31,23,31,23,11,2015
24/11/2015,32,23,32,24,11,2015
25/11/2015,31,23,31,25,11,2015
26/11/2015,30,22,30,26,11,2015
27/11/2015,28,20,28,27,11,2015
28/11/2015,28,20,28,28,11,2015
29/11/2015,29,20,29,29,11,2015
